Attack category,Attack subcategory,Protocol,Port_Category,Duration_Cat,Emission
Exploits,Miscellaneous,compaq-peer,Other,Short,compaq-peer_Other_Short
Backdoor,Unknown,ospf,Other,Medium,ospf_Other_Medium
Fuzzers,OSPF,sep,Other,Short,sep_Other_Short
Backdoor,Unknown,ospf,Other,Short,ospf_Other_Short
Reconnaissance,HTTP,tcp,Web,Medium,tcp_Web_Medium
Exploits,PHP,ospf,Other,Long,ospf_Other_Long
Exploits,Web Application,tcp,Web,Medium,tcp_Web_Medium
Generic,IXIA,pnni,Other,Short,pnni_Other_Short
Reconnaissance,SunRPC Portmapper (TCP) UDP Service,tcp,RPC,Medium,tcp_RPC_Medium
Fuzzers,OSPF,unas,Other,Short,unas_Other_Short
Exploits,Cisco IOS,tcp,Web,Medium,tcp_Web_Medium
Exploits,SIP,chaos,Other,Short,chaos_Other_Short
Exploits,Webserver,tcp,Web,Medium,tcp_Web_Medium
Exploits,Miscellaneous,pup,Other,Short,pup_Other_Short
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
Exploits,RADIUS,merit-inp,Other,Short,merit-inp_Other_Short
Exploits,Web Application,isis,Other,Short,isis_Other_Short
DoS,ICMP,ipv6-frag,Other,Short,ipv6-frag_Other_Short
Exploits,Clientside,vmtp,Other,Short,vmtp_Other_Short
Exploits,Miscellaneous,ddx,Other,Short,ddx_Other_Short
Exploits,PHP,unas,Other,Short,unas_Other_Short
Exploits,Web Application,tcp,Web,Medium,tcp_Web_Medium
Exploits,Office Document,tcp,Mail,Medium,tcp_Mail_Medium
Exploits,Web Application,tcp,Registered,Medium,tcp_Registered_Medium
Reconnaissance,SunRPC Portmapper (TCP) UDP Service,tcp,RPC,Medium,tcp_RPC_Medium
Fuzzers,OSPF,ipv6-no,Other,Short,ipv6-no_Other_Short
Exploits,PHP,any,Other,Short,any_Other_Short
DoS,RDP,ipx-n-ip,Other,Short,ipx-n-ip_Other_Short
Exploits,RTSP,unas,Other,Short,unas_Other_Short
Exploits,Miscellaneous,egp,Other,Short,egp_Other_Short
DoS,TCP,ib,Other,Short,ib_Other_Short
Exploits,Miscellaneous,ipcomp,Other,Short,ipcomp_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
DoS,TCP,unas,Other,Short,unas_Other_Short
Backdoor,Unknown,unas,Other,Short,unas_Other_Short
DoS,IGMP,mobile,Other,Short,mobile_Other_Short
Exploits,LDAP,tcp,Other,Medium,tcp_Other_Medium
Fuzzers,SMB,tcp,Other,Short,tcp_Other_Short
Fuzzers,SMB,tcp,Other,Short,tcp_Other_Short
DoS,DNS,udp,DNS,Short,udp_DNS_Short
Exploits,Office Document,tcp,Mail,Medium,tcp_Mail_Medium
Fuzzers,BGP,tcp,Other,Medium,tcp_Other_Medium
Generic,IXIA,tcp,Web,Long,tcp_Web_Long
Fuzzers,SMB,tcp,Other,Medium,tcp_Other_Medium
Exploits,Miscellaneous,uti,Other,Short,uti_Other_Short
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
Fuzzers,SMB,tcp,Other,Medium,tcp_Other_Medium
Exploits,Miscellaneous,tlsp,Other,Short,tlsp_Other_Short
Exploits,Oracle,tcp,Registered,Medium,tcp_Registered_Medium
DoS,SIP,udp,Registered,Short,udp_Registered_Short
Reconnaissance,HTTP,tcp,Web,Short,tcp_Web_Short
DoS,Miscellaneous,tcp,Web,Medium,tcp_Web_Medium
DoS,RDP,sat-mon,Other,Short,sat-mon_Other_Short
Exploits,Browser,tcp,Ephemeral,Medium,tcp_Ephemeral_Medium
DoS,Miscellaneous,unas,Other,Short,unas_Other_Short
Fuzzers,SMB,tcp,Other,Medium,tcp_Other_Medium
Exploits,Miscellaneous,leaf-1,Other,Short,leaf-1_Other_Short
Reconnaissance,SunRPC Portmapper (TCP) TCP Service,tcp,RPC,Medium,tcp_RPC_Medium
Exploits,Browser FTP,tcp,Other,Medium,tcp_Other_Medium
Exploits,Miscellaneous,stp,Other,Short,stp_Other_Short
Exploits,SCADA,sat-mon,Other,Short,sat-mon_Other_Short
Fuzzers,OSPF,any,Other,Short,any_Other_Short
DoS,Miscellaneous,ospf,Other,Medium,ospf_Other_Medium
Reconnaissance,ICMP,cbt,Other,Medium,cbt_Other_Medium
Exploits,Web Application,tcp,Web,Medium,tcp_Web_Medium
Exploits,Miscellaneous,compaq-peer,Other,Short,compaq-peer_Other_Short
Analysis,Port Scanners,ospf,Other,Long,ospf_Other_Long
DoS,TCP,ipx-n-ip,Other,Short,ipx-n-ip_Other_Short
DoS,Miscellaneous,ipcv,Other,Short,ipcv_Other_Short
Analysis,Port Scanners,unas,Other,Short,unas_Other_Short
Exploits,Miscellaneous,cphb,Other,Short,cphb_Other_Short
Generic,Superflow,tcp,Web,Short,tcp_Web_Short
Exploits,Apache,ospf,Other,Long,ospf_Other_Long
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
Exploits,Office Document,tcp,Mail,Medium,tcp_Mail_Medium
Exploits,ICMP,emcon,Other,Short,emcon_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Reconnaissance,SunRPC Portmapper (UDP) TCP Service,udp,RPC,Short,udp_RPC_Short
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
Exploits,RTSP,xtp,Other,Short,xtp_Other_Short
Exploits,IGMP,nvp,Other,Short,nvp_Other_Short
Fuzzers,BGP,tcp,Other,Medium,tcp_Other_Medium
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
Fuzzers,BGP,tcp,Other,Medium,tcp_Other_Medium
Exploits,RTSP,udp,Other,Short,udp_Other_Short
Exploits,IGMP,unas,Other,Short,unas_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
DoS,Miscellaneous,unas,Other,Short,unas_Other_Short
Generic,IXIA,ospf,Other,Long,ospf_Other_Long
Exploits,Browser,tcp,Web,Short,tcp_Web_Short
Fuzzers,OSPF,vines,Other,Short,vines_Other_Short
Reconnaissance,SunRPC Portmapper (UDP) UDP Service,udp,RPC,Short,udp_RPC_Short
Exploits,SMB,ospf,Other,Long,ospf_Other_Long
Exploits,SIP,skip,Other,Short,skip_Other_Short
Exploits,Office Document,tcp,Mail,Long,tcp_Mail_Long
Exploits,Office Document,tcp,Mail,Medium,tcp_Mail_Medium
DoS,TCP,sat-mon,Other,Short,sat-mon_Other_Short
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
Analysis,Port Scanners,srp,Other,Short,srp_Other_Short
Exploits,Browser,tcp,Other,Medium,tcp_Other_Medium
Reconnaissance,SunRPC Portmapper (UDP) UDP Service,udp,RPC,Short,udp_RPC_Short
Fuzzers,OSPF,any,Other,Short,any_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Reconnaissance,SunRPC Portmapper (UDP) UDP Service,udp,RPC,Short,udp_RPC_Short
Exploits,Web Application,tcp,Web,Medium,tcp_Web_Medium
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Fuzzers,BGP,tcp,Other,Medium,tcp_Other_Medium
Reconnaissance,SunRPC Portmapper (UDP) UDP Service,udp,RPC,Short,udp_RPC_Short
Fuzzers,SMB,tcp,Other,Short,tcp_Other_Short
Exploits,Miscellaneous,wb-expak,Other,Short,wb-expak_Other_Short
Exploits,Miscellaneous,tcp,Registered,Medium,tcp_Registered_Medium
DoS,ICMP,cphb,Other,Short,cphb_Other_Short
Exploits,Miscellaneous,tcp,Web,Medium,tcp_Web_Medium
Exploits,IGMP,sctp,Other,Short,sctp_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Generic,IXIA,isis,Other,Short,isis_Other_Short
Fuzzers,RIP,udp,Other,Short,udp_Other_Short
Reconnaissance,SunRPC Portmapper (TCP) TCP Service,tcp,RPC,Short,tcp_RPC_Short
DoS,Miscellaneous,unas,Other,Short,unas_Other_Short
Exploits,Web Application,tcp,Web,Short,tcp_Web_Short
Fuzzers,FTP,tcp,Other,Medium,tcp_Other_Medium
Exploits,Telnet,tcp,Other,Short,tcp_Other_Short
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
Fuzzers,OSPF,ospf,Other,Short,ospf_Other_Short
Exploits,Web Application,qnx,Other,Short,qnx_Other_Short
Exploits,Office Document,tcp,Mail,Medium,tcp_Mail_Medium
Exploits,SMB,ttp,Other,Short,ttp_Other_Short
Exploits,SMTP,tcp,Mail,Medium,tcp_Mail_Medium
Exploits,Browser,sun-nd,Other,Short,sun-nd_Other_Short
Analysis,HTML,tcp,Web,Medium,tcp_Web_Medium
Exploits,Clientside,unas,Other,Short,unas_Other_Short
DoS,Miscellaneous,sctp,Other,Short,sctp_Other_Short
Exploits,Browser,tcp,Web,Medium,tcp_Web_Medium
Fuzzers,DCERPC,tcp,Other,Medium,tcp_Other_Medium
Generic,IXIA,cftp,Other,Short,cftp_Other_Short
Exploits,Miscellaneous,igp,Other,Short,igp_Other_Short
Exploits,Browser,tcp,Web,Short,tcp_Web_Short
Exploits,Miscellaneous,mobile,Other,Short,mobile_Other_Short
DoS,SMTP,tcp,Mail,Medium,tcp_Mail_Medium
Exploits,Web Application,eigrp,Other,Short,eigrp_Other_Short
Fuzzers,HTTP,tcp,Web,Long,tcp_Web_Long
Exploits,Browser,tcp,Web,Medium,tcp_Web_Medium
Exploits,Browser,l2tp,Other,Short,l2tp_Other_Short
DoS,Miscellaneous,trunk-1,Other,Short,trunk-1_Other_Short
Exploits,Miscellaneous,pim,Other,Medium,pim_Other_Medium
Exploits,Web Application,tcp,Web,Short,tcp_Web_Short
Exploits,ICMP,unas,Other,Short,unas_Other_Short
Fuzzers,BGP,tcp,Other,Short,tcp_Other_Short
Reconnaissance,ICMP,ospf,Other,Long,ospf_Other_Long
Exploits,Browser,ospf,Other,Long,ospf_Other_Long
DoS,TCP,idrp,Other,Short,idrp_Other_Short
Exploits,Apache,ospf,Other,Short,ospf_Other_Short
Fuzzers,OSPF,larp,Other,Short,larp_Other_Short
Exploits,Miscellaneous,ospf,Other,Short,ospf_Other_Short
Exploits,SMB,wb-expak,Other,Short,wb-expak_Other_Short
Reconnaissance,ICMP,srp,Other,Short,srp_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Exploits,Web Application,tcp,Registered,Short,tcp_Registered_Short
Reconnaissance,ICMP,sprite-rpc,Other,Short,sprite-rpc_Other_Short
Reconnaissance,ICMP,cbt,Other,Medium,cbt_Other_Medium
Exploits,Browser,tcp,Web,Short,tcp_Web_Short
Backdoor,Unknown,ospf,Other,Long,ospf_Other_Long
Reconnaissance,HTTP,tcp,Web,Short,tcp_Web_Short
Fuzzers,OSPF,leaf-1,Other,Short,leaf-1_Other_Short
DoS,IGMP,xnet,Other,Short,xnet_Other_Short
Exploits,Apache,ax.25,Other,Short,ax.25_Other_Short
Exploits,Miscellaneous,bna,Other,Short,bna_Other_Short
Fuzzers,BGP,tcp,Other,Short,tcp_Other_Short
DoS,Miscellaneous,ggp,Other,Short,ggp_Other_Short
Exploits,Office Document,tcp,Mail,Medium,tcp_Mail_Medium
Exploits,Web Application,sm,Other,Short,sm_Other_Short
Exploits,Miscellaneous,cpnx,Other,Short,cpnx_Other_Short
Fuzzers,OSPF,sdrp,Other,Short,sdrp_Other_Short
DoS,Miscellaneous,skip,Other,Short,skip_Other_Short
Generic,IXIA,tcp,Mail,Short,tcp_Mail_Short
Exploits,Browser,ospf,Other,Long,ospf_Other_Long
Exploits,Web Application,tcp,Web,Medium,tcp_Web_Medium
DoS,Miscellaneous,ifmp,Other,Short,ifmp_Other_Short
Exploits,Clientside,tcp,Web,Short,tcp_Web_Short
Exploits,Clientside,tcp,Web,Medium,tcp_Web_Medium
Analysis,Port Scanners,unas,Other,Short,unas_Other_Short
DoS,Asterisk,a/n,Other,Short,a/n_Other_Short
Fuzzers,OSPF,bna,Other,Short,bna_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
DoS,Miscellaneous,xns-idp,Other,Short,xns-idp_Other_Short
DoS,Miscellaneous,sctp,Other,Long,sctp_Other_Long
Reconnaissance,ICMP,bna,Other,Short,bna_Other_Short
Reconnaissance,ICMP,prm,Other,Short,prm_Other_Short
DoS,Miscellaneous,ospf,Other,Medium,ospf_Other_Medium
DoS,Miscellaneous,unas,Other,Short,unas_Other_Short
Exploits,Miscellaneous,i-nlsp,Other,Short,i-nlsp_Other_Short
DoS,Miscellaneous,unas,Other,Short,unas_Other_Short
Fuzzers,Syslog,udp,Other,Short,udp_Other_Short
Exploits,Web Application,unas,Other,Short,unas_Other_Short
Fuzzers,Syslog,udp,Other,Short,udp_Other_Short
Fuzzers,OSPF,narp,Other,Short,narp_Other_Short
Fuzzers,OSPF,sctp,Other,Short,sctp_Other_Short
Exploits,Browser,tcp,Ephemeral,Medium,tcp_Ephemeral_Medium
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Reconnaissance,SunRPC Portmapper (TCP) TCP Service,tcp,RPC,Medium,tcp_RPC_Medium
Exploits,Browser FTP,tcp,Ephemeral,Medium,tcp_Ephemeral_Medium
DoS,Miscellaneous,unas,Other,Short,unas_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Exploits,Miscellaneous,wsn,Other,Short,wsn_Other_Short
Generic,IXIA,tcp,Web,Long,tcp_Web_Long
Exploits,Miscellaneous,kryptolan,Other,Short,kryptolan_Other_Short
DoS,Miscellaneous,wsn,Other,Short,wsn_Other_Short
Exploits,Browser,tcp,Web,Medium,tcp_Web_Medium
Fuzzers,OSPF,ipv6,Other,Short,ipv6_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Exploits,Browser,tcp,Web,Short,tcp_Web_Short
Reconnaissance,SunRPC Portmapper (TCP) UDP Service,tcp,RPC,Medium,tcp_RPC_Medium
Exploits,Clientside Microsoft,tcp,Mail,Medium,tcp_Mail_Medium
Exploits,Miscellaneous,gre,Other,Short,gre_Other_Short
Fuzzers,OSPF,dgp,Other,Short,dgp_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Reconnaissance,SunRPC Portmapper (UDP) UDP Service,udp,RPC,Short,udp_RPC_Short
Generic,IXIA,tcp,Mail,Medium,tcp_Mail_Medium
Exploits,Apache,rdp,Other,Short,rdp_Other_Short
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
Exploits,SIP,tlsp,Other,Short,tlsp_Other_Short
Exploits,Miscellaneous,tcp,Registered,Short,tcp_Registered_Short
Backdoor,Unknown,sat-expak,Other,Short,sat-expak_Other_Short
DoS,ICMP,iplt,Other,Short,iplt_Other_Short
Reconnaissance,SunRPC Portmapper (UDP) UDP Service,udp,RPC,Short,udp_RPC_Short
Fuzzers,OSPF,unas,Other,Short,unas_Other_Short
Generic,SMTP,tcp,Mail,Medium,tcp_Mail_Medium
Fuzzers,PPTP,tcp,Registered,Medium,tcp_Registered_Medium
Generic,IXIA,tcp,Other,Medium,tcp_Other_Medium
Exploits,Clientside,tcp,Mail,Medium,tcp_Mail_Medium
Reconnaissance,ICMP,fire,Other,Short,fire_Other_Short
Exploits,Browser,tcp,Web,Medium,tcp_Web_Medium
Exploits,SCADA,sep,Other,Short,sep_Other_Short
Fuzzers,BGP,tcp,Other,Medium,tcp_Other_Medium
Fuzzers,OSPF,fc,Other,Short,fc_Other_Short
DoS,ICMP,unas,Other,Short,unas_Other_Short
Generic,IXIA,unas,Other,Short,unas_Other_Short
DoS,Miscellaneous,gre,Other,Short,gre_Other_Short
Reconnaissance,ICMP,sat-mon,Other,Short,sat-mon_Other_Short
Exploits,Apache,unas,Other,Short,unas_Other_Short
DoS,IGMP,sat-expak,Other,Short,sat-expak_Other_Short
Reconnaissance,ICMP,unas,Other,Short,unas_Other_Short
Exploits,SMTP,tcp,Mail,Short,tcp_Mail_Short
Exploits,Browser,tcp,Registered,Medium,tcp_Registered_Medium
Fuzzers,RIP,udp,Other,Short,udp_Other_Short
DoS,TCP,rsvp,Other,Short,rsvp_Other_Short
Exploits,Miscellaneous,tcp,Web,Medium,tcp_Web_Medium
Fuzzers,HTTP,tcp,Web,Short,tcp_Web_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Fuzzers,Syslog,udp,Other,Short,udp_Other_Short
Exploits,Browser,tcp,Web,Short,tcp_Web_Short
Reconnaissance,HTTP,tcp,Web,Medium,tcp_Web_Medium
Reconnaissance,SunRPC Portmapper (UDP) UDP Service,udp,RPC,Short,udp_RPC_Short
DoS,Miscellaneous,ospf,Other,Long,ospf_Other_Long
Fuzzers,RIP,udp,Other,Short,udp_Other_Short
DoS,Miscellaneous,tcp,Web,Medium,tcp_Web_Medium
Backdoor,Unknown,unas,Other,Short,unas_Other_Short
Fuzzers,FTP,tcp,Other,Long,tcp_Other_Long
DoS,ICMP,unas,Other,Short,unas_Other_Short
Generic,IXIA,tcp,Web,Long,tcp_Web_Long
Exploits,Miscellaneous,ospf,Other,Long,ospf_Other_Long
Backdoor,Unknown,cpnx,Other,Short,cpnx_Other_Short
Fuzzers,BGP,tcp,Other,Short,tcp_Other_Short
Exploits,Unix r Service,tcp,Other,Medium,tcp_Other_Medium
Fuzzers,SMB,tcp,Other,Medium,tcp_Other_Medium
Fuzzers,OSPF,gre,Other,Short,gre_Other_Short
Reconnaissance,SunRPC Portmapper (UDP),udp,RPC,Short,udp_RPC_Short
Exploits,PHP,xtp,Other,Short,xtp_Other_Short
Reconnaissance,ICMP,ippc,Other,Short,ippc_Other_Short
Fuzzers,RIP,udp,Other,Short,udp_Other_Short
Reconnaissance,SunRPC Portmapper (TCP) UDP Service,tcp,RPC,Medium,tcp_RPC_Medium
Exploits,Miscellaneous,ospf,Other,Short,ospf_Other_Short
Fuzzers,SMB,tcp,Other,Long,tcp_Other_Long
Fuzzers,SMB,tcp,Other,Medium,tcp_Other_Medium
Fuzzers,OSPF,a/n,Other,Short,a/n_Other_Short
Exploits,SMTP,compaq-peer,Other,Short,compaq-peer_Other_Short
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
Fuzzers,BGP,tcp,Other,Short,tcp_Other_Short
Fuzzers,SMB,tcp,Other,Long,tcp_Other_Long
Fuzzers,TFTP,udp,Other,Short,udp_Other_Short
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
Fuzzers,Syslog,udp,Other,Short,udp_Other_Short
Exploits,Clientside,tcp,Web,Medium,tcp_Web_Medium
Fuzzers,OSPF,unas,Other,Short,unas_Other_Short
Exploits,SMB,aris,Other,Short,aris_Other_Short
Exploits,Cisco IOS,tcp,Web,Medium,tcp_Web_Medium
Exploits,DNS,tcp,DNS,Short,tcp_DNS_Short
Exploits,Browser,tcp,Web,Medium,tcp_Web_Medium
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Exploits,Miscellaneous,sep,Other,Short,sep_Other_Short
DoS,Miscellaneous,ospf,Other,Long,ospf_Other_Long
Fuzzers,BGP,tcp,Other,Medium,tcp_Other_Medium
DoS,ICMP,ospf,Other,Long,ospf_Other_Long
Exploits,SCADA,tcp,Web,Long,tcp_Web_Long
Reconnaissance,HTTP,tcp,Web,Medium,tcp_Web_Medium
DoS,Miscellaneous,netblt,Other,Short,netblt_Other_Short
Exploits,Browser FTP,tcp,Ephemeral,Medium,tcp_Ephemeral_Medium
Fuzzers,Syslog,udp,Other,Short,udp_Other_Short
Backdoor,Unknown,unas,Other,Short,unas_Other_Short
DoS,NetBIOS/SMB,unas,Other,Short,unas_Other_Short
Reconnaissance,ICMP,sm,Other,Short,sm_Other_Short
Reconnaissance,SunRPC Portmapper (UDP),udp,RPC,Short,udp_RPC_Short
Exploits,Miscellaneous,sctp,Other,Short,sctp_Other_Short
Exploits,Web Application,tcp,Web,Short,tcp_Web_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Generic,SIP,udp,Registered,Short,udp_Registered_Short
Backdoors,,unas,Other,Short,unas_Other_Short
Exploits,ICMP,ipnip,Other,Short,ipnip_Other_Short
Exploits,Web Application,unas,Other,Short,unas_Other_Short
Fuzzers,OSPF,unas,Other,Short,unas_Other_Short
Exploits,SMB,unas,Other,Short,unas_Other_Short
DoS,Miscellaneous,il,Other,Short,il_Other_Short
Reconnaissance,SunRPC Portmapper (UDP),udp,RPC,Short,udp_RPC_Short
Exploits,Browser,tcp,Other,Medium,tcp_Other_Medium
DoS,Miscellaneous,ospf,Other,Medium,ospf_Other_Medium
Fuzzers,OSPF,pim,Other,Short,pim_Other_Short
Exploits,Miscellaneous,tcp,Mail,Medium,tcp_Mail_Medium
Backdoor,Unknown,gre,Other,Short,gre_Other_Short
Exploits,Apache,unas,Other,Short,unas_Other_Short
Fuzzers,SMB,tcp,Other,Medium,tcp_Other_Medium
Generic,IXIA,tcp,Web,Short,tcp_Web_Short
Generic,IXIA,ipv6,Other,Short,ipv6_Other_Short
Fuzzers,OSPF,unas,Other,Short,unas_Other_Short
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
Fuzzers,FTP,tcp,Other,Medium,tcp_Other_Medium
DoS,Miscellaneous,ipcomp,Other,Short,ipcomp_Other_Short
Fuzzers,OSPF,pim,Other,Short,pim_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Exploits,RTSP,netblt,Other,Short,netblt_Other_Short
Fuzzers,OSPF,unas,Other,Short,unas_Other_Short
Analysis,HTML,tcp,Web,Medium,tcp_Web_Medium
Exploits,Apache,zero,Other,Short,zero_Other_Short
Backdoor,Unknown,idrp,Other,Short,idrp_Other_Short
Reconnaissance,ICMP,pvp,Other,Short,pvp_Other_Short
Exploits,Web Application,tcp,Web,Medium,tcp_Web_Medium
DoS,Miscellaneous,sctp,Other,Short,sctp_Other_Short
Reconnaissance,SunRPC Portmapper (TCP) TCP Service,tcp,RPC,Medium,tcp_RPC_Medium
Generic,IXIA,idpr,Other,Short,idpr_Other_Short
Fuzzers,BGP,tcp,Other,Short,tcp_Other_Short
Exploits,Office Document,tcp,Mail,Medium,tcp_Mail_Medium
Reconnaissance,SunRPC Portmapper (UDP) UDP Service,udp,RPC,Short,udp_RPC_Short
Exploits,Web Application,tcp,Web,Medium,tcp_Web_Medium
Exploits,Miscellaneous,gre,Other,Short,gre_Other_Short
Reconnaissance,ICMP,unas,Other,Short,unas_Other_Short
DoS,Miscellaneous,tcp,Registered,Medium,tcp_Registered_Medium
Exploits,SMB,unas,Other,Short,unas_Other_Short
Fuzzers,OSPF,ospf,Other,Long,ospf_Other_Long
Reconnaissance,SunRPC Portmapper (TCP) UDP Service,tcp,RPC,Medium,tcp_RPC_Medium
Exploits,Miscellaneous,gre,Other,Short,gre_Other_Short
DoS,TCP,unas,Other,Short,unas_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Exploits,SMB,tcp,Mail,Medium,tcp_Mail_Medium
Fuzzers,RIP,udp,Other,Short,udp_Other_Short
Reconnaissance,ICMP,swipe,Other,Short,swipe_Other_Short
Fuzzers,OSPF,ipv6,Other,Short,ipv6_Other_Short
Exploits,Miscellaneous,prm,Other,Short,prm_Other_Short
Exploits,Miscellaneous,mux,Other,Medium,mux_Other_Medium
Exploits,Miscellaneous,sat-mon,Other,Short,sat-mon_Other_Short
Exploits,ICMP,srp,Other,Short,srp_Other_Short
DoS,ICMP,ospf,Other,Long,ospf_Other_Long
Exploits,Office Document,tcp,Mail,Medium,tcp_Mail_Medium
DoS,Miscellaneous,tcp,Other,Long,tcp_Other_Long
Backdoor,Unknown,idpr-cmtp,Other,Short,idpr-cmtp_Other_Short
Fuzzers,OSPF,ospf,Other,Short,ospf_Other_Short
Exploits,Miscellaneous,tcp,Registered,Medium,tcp_Registered_Medium
Exploits,SMB,narp,Other,Short,narp_Other_Short
DoS,Miscellaneous,gmtp,Other,Short,gmtp_Other_Short
Shellcode,Mac OS X,udp,Registered,Short,udp_Registered_Short
Exploits,Miscellaneous,tcp,Mail,Medium,tcp_Mail_Medium
Exploits,Miscellaneous,nsfnet-igp,Other,Short,nsfnet-igp_Other_Short
Fuzzers,OSPF,pim,Other,Medium,pim_Other_Medium
Reconnaissance,ICMP,ospf,Other,Long,ospf_Other_Long
DoS,TCP,unas,Other,Short,unas_Other_Short
Exploits,Office Document,tcp,Web,Medium,tcp_Web_Medium
Generic,IXIA,tcp,Web,Short,tcp_Web_Short
Exploits,Miscellaneous,any,Other,Short,any_Other_Short
Exploits,SMB,fire,Other,Short,fire_Other_Short
Exploits,Miscellaneous,ospf,Other,Long,ospf_Other_Long
Exploits,Miscellaneous,mhrp,Other,Short,mhrp_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Exploits,Web Application,tcp,Web,Medium,tcp_Web_Medium
Exploits,Miscellaneous,tcp,Web,Medium,tcp_Web_Medium
Exploits,PHP,unas,Other,Short,unas_Other_Short
DoS,Microsoft Office,tcp,Mail,Medium,tcp_Mail_Medium
DoS,Miscellaneous,unas,Other,Short,unas_Other_Short
DoS,Miscellaneous,ipv6,Other,Short,ipv6_Other_Short
Fuzzers,OSPF,ospf,Other,Long,ospf_Other_Long
Analysis,Port Scanners,unas,Other,Short,unas_Other_Short
Exploits,PHP,sctp,Other,Short,sctp_Other_Short
Backdoor,Unknown,srp,Other,Short,srp_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Fuzzers,SMB,tcp,Other,Medium,tcp_Other_Medium
Exploits,PHP,mobile,Other,Short,mobile_Other_Short
DoS,Miscellaneous,qnx,Other,Short,qnx_Other_Short
Fuzzers,BGP,tcp,Other,Short,tcp_Other_Short
Exploits,Clientside Microsoft,tcp,Mail,Medium,tcp_Mail_Medium
Exploits,Browser,tcp,Ephemeral,Short,tcp_Ephemeral_Short
Fuzzers,OSPF,rsvp,Other,Short,rsvp_Other_Short
Exploits,Miscellaneous Batch,ggp,Other,Short,ggp_Other_Short
DoS,Miscellaneous,unas,Other,Short,unas_Other_Short
Exploits,RTSP,ax.25,Other,Short,ax.25_Other_Short
Fuzzers,OSPF,sep,Other,Short,sep_Other_Short
Fuzzers,OSPF,ggp,Other,Short,ggp_Other_Short
Exploits,Evasions,tcp,Mail,Medium,tcp_Mail_Medium
DoS,TCP,kryptolan,Other,Short,kryptolan_Other_Short
Exploits,Office Document,tcp,Mail,Medium,tcp_Mail_Medium
Fuzzers,OSPF,sun-nd,Other,Short,sun-nd_Other_Short
DoS,Miscellaneous,unas,Other,Short,unas_Other_Short
Exploits,Miscellaneous,any,Other,Short,any_Other_Short
Exploits,Web Application,tcp,Web,Short,tcp_Web_Short
Fuzzers,SMB,tcp,Other,Medium,tcp_Other_Medium
Fuzzers,BGP,tcp,Other,Medium,tcp_Other_Medium
Exploits,Web Application,tcp,Web,Medium,tcp_Web_Medium
Exploits,Office Document,tcp,Mail,Medium,tcp_Mail_Medium
Reconnaissance,SunRPC Portmapper (TCP) UDP Service,tcp,RPC,Medium,tcp_RPC_Medium
Exploits,Browser,tcp,Web,Medium,tcp_Web_Medium
Fuzzers,BGP,tcp,Other,Medium,tcp_Other_Medium
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
DoS,Miscellaneous,gmtp,Other,Short,gmtp_Other_Short
Exploits,Office Document,tcp,Mail,Medium,tcp_Mail_Medium
Generic,IXIA,sctp,Other,Short,sctp_Other_Short
Reconnaissance,SunRPC Portmapper (UDP),udp,RPC,Short,udp_RPC_Short
DoS,Miscellaneous,iatp,Other,Short,iatp_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
DoS,Miscellaneous,tcp,Mail,Medium,tcp_Mail_Medium
Exploits,Miscellaneous,dcn,Other,Short,dcn_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
